title,rating,reviews,type,address,phone,website,latitude,longitude,dine_in,drive_through,no_contact_delivery,city
MALAMA,4.6,507,restaurants,Al Khobar Gate,,,26.33729399500149,50.20189880924827,,,,Khobar
A Cuppa,5.0,6,restaurants,Al Khobar Gate,,,26.30335785620823,50.22374760982169,,,,Khobar
Khazaf Tea,5.0,1,restaurants,Al Khobar Gate,,,26.3371875,50.20156249999999,,,,Khobar
El Artisano,0.0,0,restaurants,Central Dammam Al Danah,,,26.4382679,50.11542479999999,,,,Dammam
Donatella,5.0,1,restaurants,Central Dammam Al Danah,,,26.4382679,50.11542479999999,,,,Dammam
quiet,4.8,5,restaurants,Central Dammam Al Danah,,,26.4382679,50.11542479999999,,,,Dammam
Rashof,5.0,4,restaurants,Central Dammam Al Danah,,,26.4382679,50.11542479999999,,,,Dammam
Master Chef,4.2,154,restaurants,West Dammam Al Faisaliyah,,,26.479084,50.046039,,,,Dammam
Si Metwally,4.2,68,restaurants,West Dammam Al Faisaliyah,,,26.4791875,50.0458909,,,,Dammam
Cook Meal,4.2,112,restaurants,West Dammam Al Faisaliyah,,,26.477774,50.042874,,,,Dammam
Restaurant and Mutbokh Al dirah,4.1,187,restaurants,West Dammam Al Faisaliyah,,,26.4775657,50.0425063,,,,Dammam
Qoutof and Hala,4.7,99,restaurants,West Dammam Al Faisaliyah,,,26.48325180901259,50.05390942883604,,,,Dammam
Master Shawarma,4.2,123,restaurants,West Dammam Al Faisaliyah,,,26.4811984,50.04554845,,,,Dammam
Bash bakery,3.7,3,restaurants,West Dammam Al Faisaliyah,,,26.47908600356055,50.12524698895599,,,,Dammam
shawrma7,3.7,62,restaurants,West Dammam Al Faisaliyah,,,26.4790675,50.0414331,,,,Dammam
skreys,4.2,16,restaurants,West Dammam Al Faisaliyah,,,26.48463852384674,50.05236873743439,,,,Dammam
Bayt Sharq,4.3,31,restaurants,West Dammam Al Faisaliyah,,,26.3510189,50.0934795,,,,Dammam
Al Kanafany Sweet,4.3,124,restaurants,Dhahran Expo Area,,,26.331247,50.162269,,,,Dhahran
Glēo,5.0,4,restaurants,Dhahran Expo Area,,,26.3018099,50.20145669999999,,,,Dhahran
Shams Alsham,4.5,39,restaurants,Dhahran Expo Area,,,26.30218021694552,50.20153449386562,,,,Dhahran
Qalaat Darb Halap,4.2,19,restaurants,Dhahran Expo Area,,,26.272636,50.1990971,,,,Dhahran
almond,4.5,10,restaurants,Dhahran Expo Area,,,26.29633714150001,50.20453969035189,,,,Dhahran
Push Pull,4.5,36,restaurants,Dhahran Expo Area,,,26.3182573,50.19406049999999,,,,Dhahran
Shabab Bukhari,3.8,230,restaurants,Dhahran Expo Area,,,26.3035071,50.2030687,,,,Dhahran
Caribou Coffee,4.8,53,restaurants,Dhahran Expo Area,,,26.30397,50.202951,,,,Dhahran
Juice Arena,4.2,14,restaurants,Dhahran Expo Area,,,26.29066677169552,50.20510663862306,,,,Dhahran
Greens,4.3,88,restaurants,Dhahran Expo Area,,,26.29751242154235,50.20470382642402,,,,Dhahran
Keto oven,4.7,31,restaurants,Dhahran Expo Area,,,26.29069562878242,50.20528366441804,,,,Dhahran
AL Maameer Bakery,4.6,111,restaurants,Al Khobar Gate,,,26.33847046799503,50.20819801534422,,,,Khobar
TEA BU SAIF,4.7,180,restaurants,Al Khobar Gate,,,26.33851753131635,50.20832505952452,,,,Khobar
SOLD OUT,4.5,1055,restaurants,Al Khobar Gate,,,26.3388008,50.208591,,,,Khobar
BLABAN,4.1,2854,restaurants,Al Khobar Gate,,,26.304993,50.2236102,,,,Khobar
Koshari Hend,4.6,76,restaurants,Al Khobar Gate,,,26.30480992308412,50.22338487534882,,,,Khobar
Arabyat Kebda,4.2,475,restaurants,Al Khobar Gate,,,26.3046875,50.2233125,,,,Khobar
uncle Samir,3.8,215,restaurants,Al Khobar Gate,,,26.3046364,50.2233172,,,,Khobar
Mugalat Al Fareej,4.4,70,restaurants,Al Khobar Gate,,,26.30578158987798,50.22719711235512,,,,Khobar
HAVE IT,4.3,3,restaurants,Al Khobar Gate,,,26.31824287488804,50.19408732209013,,,,Khobar
Tulum Cafe,4.3,150,restaurants,Al Khobar Gate,,,26.303604,50.223355,,,,Khobar
TACOVILLE,4.5,106,restaurants,Dhahran Mall,,,26.306134,50.1834283,,,,Dhahran
Mofattah Afandi,4.5,59,restaurants,Dhahran Mall,,,26.3511186,50.0945975,,,,Dhahran
SAYYAD RESTAURANT,4.8,5,restaurants,Dhahran Mall,,,26.3510475,50.09418489999999,,,,Dhahran
Shawarmer,4.5,950,restaurants,Dhahran Mall,,,26.3480314,50.14335125,,,,Dhahran
Flaky,4.4,172,restaurants,Dhahran Mall,,,26.3059375,50.18381249999999,,,,Dhahran
Shrimp Zone,4.1,30,restaurants,Dhahran Mall,,,26.3053967,50.1840292,,,,Dhahran
Shawermagy,4.2,903,restaurants,Dhahran Mall,,,26.348208,50.143287,,,,Dhahran
Hamburgini Burger,3.9,1526,restaurants,Dhahran Mall,,,26.3483125,50.1430625,,,,Dhahran
Trip,4.1,479,restaurants,Dhahran Mall,,,26.3482319,50.1433902,,,,Dhahran
OBAO,4.7,9,restaurants,Dhahran Mall,,,26.3059689,50.18403379999999,,,,Dhahran
Macarena,3.5,75,restaurants,Dhahran Mall,,,26.3482296,50.14344790000001,,,,Dhahran
Sabbosa,0.0,0,restaurants,Dhahran Mall,,,26.3483503,50.1432015,,,,Dhahran
Kholoud El Nile Restaurant,3.8,20,restaurants,Al Waha District,,,26.4415,50.0817662,,,,Dammam
Lunar,4.0,1,restaurants,Al Waha District,,,26.4343405,50.0843296,,,,Dammam
Al tandeel restaurant,4.4,62,restaurants,Al Waha District,,,26.4680683,50.09206520000001,,,,Dammam
Beta Bakery and Sweets,4.1,25,restaurants,Al Waha District,,,26.4236845,50.0940336,,,,Dammam
Indian Tanoor Restaurant,5.0,10,restaurants,Al Waha District,,,26.458697,50.083755,,,,Dammam
Shay Khana,3.9,7,restaurants,Al Waha District,,,26.4208526,50.0977263,,,,Dammam
Almoqsef Alsari,4.4,599,restaurants,Al Waha District,,,26.45650005046373,50.08130933511026,,,,Dammam
Jar Bakery,5.0,1,restaurants,King Fahd Park Dammam,,,26.371331,50.139695,,,,Dammam
Come to Momma,3.9,16,restaurants,King Fahd Park Dammam,,,26.37124,50.139631,,,,Dammam
Habshah,4.7,9,restaurants,King Fahd Park Dammam,,,26.3488615064592,50.05078777313033,,,,Dammam
Finca,2.0,1,restaurants,King Fahd Park Dammam,,,26.3513901,50.0439636,,,,Dammam
Fakhr Al Dahiya Restaurant,3.9,99,restaurants,King Fahd Park Dammam,,,26.4228384,49.9992363,,,,Dammam
Danderah,4.7,22,restaurants,King Fahd Park Dammam,,,26.476249,50.118607,,,,Dammam
Blue Burger and Pasta,4.5,12,restaurants,King Fahd Park Dammam,,,26.4762331769125,50.11878656197127,,,,Dammam
Qasser Al Madhbi,4.7,102,restaurants,King Fahd Park Dammam,,,26.3483871,50.0497184,,,,Dammam
Thulthain,4.3,7,restaurants,King Fahd Park Dammam,,,26.3483205,50.04978939999999,,,,Dammam
Danshal,4.4,96,restaurants,King Fahd Park Dammam,,,26.481764,50.048229,,,,Dammam
Luqaimat Lin,4.3,9,restaurants,King Fahd Park Dammam,,,26.3486769,50.0479221,,,,Dammam
Avenue Cafe,3.0,2,restaurants,Al Khobar Promenade,,,26.420977,50.10125,,,,Khobar
Chopped Philly,4.3,133,restaurants,Al Khobar Promenade,,,26.29488677198102,50.19734085214841,,,,Khobar
Last Call Burger,4.5,45,restaurants,Al Khobar Promenade,,,26.29488677198102,50.19734085214841,,,,Khobar
Sushi Yoshi,4.3,136,restaurants,Al Khobar Promenade,,,26.2923194,50.1950514,,,,Khobar
SHAWATI,4.2,1213,restaurants,Al Khobar Promenade,,,26.289498,50.1920794,,,,Khobar
3K Chocolate,5.0,1,restaurants,Al Bayoniya Area,,,26.4382679,50.11542479999999,,,,Khobar
SOLACE,5.0,7,restaurants,Al Bayoniya Area,,,26.4382679,50.11542479999999,,,,Khobar
Delight,0.0,0,restaurants,Al Bayoniya Area,,,26.4382679,50.11542479999999,,,,Khobar
LEBOHNEUR CHOCOLATE,5.0,6,restaurants,Al Bayoniya Area,,,26.4382679,50.11542479999999,,,,Khobar
Laffah,4.8,33,restaurants,Prince Mohammed Bin Fahd University,,,26.3194130669672,50.22187571789091,,,,Khobar
Bata Restaurant,3.4,10,restaurants,Prince Mohammed Bin Fahd University,,,26.4445255,50.0933184,,,,Khobar
Holycow Burgers,4.3,11,restaurants,Prince Mohammed Bin Fahd University,,,26.307677,50.1805442,,,,Khobar
The Pizza Bar,4.3,19,restaurants,Prince Mohammed Bin Fahd University,,,26.4539712,50.12025569999999,,,,Khobar
Beyond Salad,4.2,5,restaurants,Prince Mohammed Bin Fahd University,,,26.4539712,50.12025569999999,,,,Khobar
Little India,4.3,17,restaurants,Prince Mohammed Bin Fahd University,,,26.4539712,50.12025569999999,,,,Khobar
Pasta BAR,4.5,84,restaurants,Prince Mohammed Bin Fahd University,,,26.4539712,50.12025569999999,,,,Khobar
Balcony Taste,4.6,101,restaurants,Prince Mohammed Bin Fahd University,,,26.4539712,50.12025569999999,,,,Khobar
Lucas Pastaria,4.3,158,restaurants,Prince Mohammed Bin Fahd University,,,26.45484699999999,50.120971,,,,Khobar
il capo pasta,5.0,1,restaurants,Prince Mohammed Bin Fahd University,,,26.4548963,50.12097099999999,,,,Khobar
Patatia,4.6,22,restaurants,Prince Mohammed Bin Fahd University,,,26.4548963,50.12097099999999,,,,Khobar
Mission Wok,4.8,4,restaurants,Prince Mohammed Bin Fahd University,,,26.45501029999999,50.1211047,,,,Khobar
Shawarma King,3.4,73,restaurants,Prince Mohammed Bin Fahd University,,,26.455027,50.121119,,,,Khobar
Basbousah Taste,4.7,189,restaurants,Dhahran Mall,,,26.303073,50.201718,,,,Dhahran
KYAN,4.5,35,restaurants,Dhahran Mall,,,26.36077,50.0733829,,,,Dhahran
Blanco,4.4,69,restaurants,Dhahran Mall,,,26.3611506,50.07412389999999,,,,Dhahran
JARJEER,4.6,5,restaurants,Dhahran Mall,,,26.27838466065634,50.20363431349184,,,,Dhahran
Dallat Al Faris,4.8,137,restaurants,Dhahran Mall,,,26.342547,50.182033,,,,Dhahran
CHACLET,0.0,0,restaurants,Dhahran Mall,,,26.3039816,50.2033059,,,,Dhahran
KUBA Broasted,4.4,8,restaurants,Dhahran Mall,,,26.2773541,50.20451749999999,,,,Dhahran
Tabaq Hegazi Manto And Yaghmash,4.1,250,restaurants,Dhahran Mall,,,26.26826717682585,50.20318634846213,,,,Dhahran
Reem Al Khobar Sweets,5.0,1,restaurants,Central Khobar Area,,,26.2505386,50.2118495,,,,Khobar
SANABLY BAKERY,4.7,44,restaurants,Central Khobar Area,,,26.3618549,50.1970055,,,,Khobar
Sanabel Al Salam,4.5,10,restaurants,Central Khobar Area,,,26.362501,50.1967408,,,,Khobar
Just Samboosa,4.1,180,restaurants,West Dammam Al Faisaliyah,,,26.3946684,50.086357,,,,Dammam
AL Maameer Bakery,4.5,304,restaurants,West Dammam Al Faisaliyah,,,26.411683,50.110814,,,,Dammam
Alkhafeef,4.2,84,restaurants,West Dammam Al Faisaliyah,,,26.3946141,50.0861362,,,,Dammam
Mezbaan,4.1,18,restaurants,West Dammam Al Faisaliyah,,,26.43631879503529,50.10682199021301,,,,Dammam
Pinzatta,4.5,40,restaurants,West Dammam Al Faisaliyah,,,26.4093237,50.1098683,,,,Dammam
Kottouf Sweets,4.0,8,restaurants,West Dammam Al Faisaliyah,,,26.4112763,50.0556315,,,,Dammam
Flafel Al Rawi,2.9,21,restaurants,West Dammam Al Faisaliyah,,,26.411942,50.0552453,,,,Dammam
Just Biryani,4.0,3,restaurants,West Dammam Al Faisaliyah,,,26.44416392123475,50.09769646250179,,,,Dammam
Hash Two,4.5,52,restaurants,West Dammam Al Faisaliyah,,,26.4024981,50.1054746,,,,Dammam
Naqsa,4.5,67,restaurants,West Dammam Al Faisaliyah,,,26.4013003,50.10424039999999,,,,Dammam
Sana'at Omi Lateefa,4.3,1212,restaurants,West Dammam Al Faisaliyah,,,26.40130221074721,50.10435504788511,,,,Dammam
Kate,4.5,2,restaurants,Al Bayoniya Area,,,26.43832728649885,50.11529615463103,,,,Khobar
Ulin,5.0,6,restaurants,Al Bayoniya Area,,,26.43835580337462,50.11531654788512,,,,Khobar
Lolliva Chocolate,0.0,0,restaurants,Al Bayoniya Area,,,26.438317,50.1152264,,,,Khobar
Sugar Coated,4.7,25,restaurants,Prince Mohammed Bin Fahd University,,,26.43833208987444,50.11515131534423,,,,Khobar
Larina,0.0,0,restaurants,Prince Mohammed Bin Fahd University,,,26.438572,50.11525299999999,,,,Khobar
Lusso,4.7,6,restaurants,Prince Mohammed Bin Fahd University,,,26.438572,50.11525299999999,,,,Khobar
Raftaar,4.6,11,restaurants,Al Khobar Gate,,,26.3128918,50.2240021,,,,Khobar
Elephant Cafe,4.5,104,restaurants,Al Khobar Gate,,,26.30983906008182,50.21644381349184,,,,Khobar
Khabrieh,3.0,2,restaurants,Al Khobar Gate,,,26.31131899999999,50.2230985,,,,Khobar
Shrimp Shack,4.3,241,restaurants,Al Khobar Gate,,,26.3091948,50.2179322,,,,Khobar
subway,4.2,402,restaurants,Al Khobar Gate,,,26.3093988,50.2193879,,,,Khobar
Seef Darin seafood,3.6,17,restaurants,Al Khobar Gate,,,26.3092684,50.2190474,,,,Khobar
Fresh House,4.5,781,restaurants,Al Khobar Gate,,,26.3092385956277,50.21912803065378,,,,Khobar
Cosmo,4.6,955,restaurants,Al Khobar Gate,,,26.31079,50.22317,,,,Khobar
Amazonas 4U,5.0,1,restaurants,Al Khobar Gate,,,26.3107768,50.2231602,,,,Khobar
Go-Ya,4.3,207,restaurants,Al Khobar Gate,,,26.3107768,50.2231602,,,,Khobar
Qursan Al Orubah,5.0,4,restaurants,King Fahd University of Petroleum and Minerals,,,26.30157329126192,50.20742813988112,,,,Dhahran
Chocolate Design,3.6,5,restaurants,King Fahd University of Petroleum and Minerals,,,26.303077,50.20784,,,,Dhahran
Shahrazade,5.0,2,restaurants,King Fahd University of Petroleum and Minerals,,,26.293372,50.207476,,,,Dhahran
Pizza Hut,4.3,175,restaurants,King Fahd University of Petroleum and Minerals,,,26.3192056,50.2069815,,,,Dhahran
The Lunch Box,4.2,116,restaurants,King Fahd University of Petroleum and Minerals,,,26.30156183438303,50.2091484018524,,,,Dhahran
Salkara,4.5,4,restaurants,King Fahd University of Petroleum and Minerals,,,26.2781898,50.20383119999999,,,,Dhahran
Madeleine,4.6,128,restaurants,King Fahd University of Petroleum and Minerals,,,26.30543,50.2098105,,,,Dhahran
Ghazi,4.6,17,restaurants,King Fahd University of Petroleum and Minerals,,,26.295903,50.20975,,,,Dhahran
Juice World,4.4,262,restaurants,Dhahran Expo Area,,,26.3006421,50.1890094,,,,Dhahran
Zumrut,4.5,1476,restaurants,Dhahran Expo Area,,,26.300702,50.189139,,,,Dhahran
Archi,4.4,205,restaurants,Dhahran Expo Area,,,26.2985706,50.189887,,,,Dhahran
Bask,4.7,244,restaurants,Dhahran Expo Area,,,26.296291,50.19134,,,,Dhahran
Hashikom,4.4,646,restaurants,Dhahran Expo Area,,,26.2829712,50.19048950000001,,,,Dhahran
Modawar,4.5,1916,restaurants,Dhahran Expo Area,,,26.2961277,50.1916364,,,,Dhahran
Khair Al Baraka Al Bukhari Restaurant,4.0,42,restaurants,Dhahran Expo Area,,,26.2804997,50.18985300000001,,,,Dhahran
Al Laziza Shawarma and Pastries,4.5,99,restaurants,Dhahran Expo Area,,,26.29650839301456,50.19169517326355,,,,Dhahran
Italiano,4.3,16,restaurants,Dhahran Expo Area,,,26.2889343,50.1922417,,,,Dhahran
Paradise Beach Club,5.0,1,restaurants,Al Waha District,,,26.472888,50.086143,,,,Dammam
Khokh W Meshmesh,4.6,279,restaurants,Al Waha District,,,26.41141,50.10947239999999,,,,Dammam
Diwaniat Qahwat Almasa,4.1,11,restaurants,Al Waha District,,,26.42116300000001,50.08492769999999,,,,Dammam
Kokoro,4.6,774,restaurants,Al Waha District,,,26.41130992800333,50.10919576256561,,,,Dammam
CINNABON,4.2,6,restaurants,Al Waha District,,,26.4112647,50.10932419999999,,,,Dammam
Saldwich,4.7,204,restaurants,Al Waha District,,,26.4111939,50.1090928,,,,Dammam
OJAIR,0.0,0,restaurants,Al Waha District,,,26.4111202,50.1144875,,,,Dammam
Madareem Sweets,3.7,9,restaurants,Al Waha District,,,26.413918,50.096526,,,,Dammam
Mandi Quick Meal,3.8,10,restaurants,Central Dammam Al Danah,,,26.37811129117545,50.05970990426446,,,,Dammam
Sinjar Grill,4.2,900,restaurants,Central Dammam Al Danah,,,26.378859,50.058453,,,,Dammam
Fisher Net,4.4,155,restaurants,Central Dammam Al Danah,,,26.421412,50.026615,,,,Dammam
Pastel,4.4,85,restaurants,Central Dammam Al Danah,,,26.3777928,50.0600335,,,,Dammam
basbousa pro,4.2,5,restaurants,Central Dammam Al Danah,,,26.37858850000001,50.05872129999999,,,,Dammam
ALFORN BASBUSA,4.6,7,restaurants,Central Dammam Al Danah,,,26.37858850000001,50.05872129999999,,,,Dammam
9Eleven Burger,4.3,51,restaurants,Central Dammam Al Danah,,,26.3773073,50.0607623,,,,Dammam
Al Saddah World Restaurant,4.3,3,restaurants,Central Dammam Al Danah,,,26.42066937483642,50.02636420649451,,,,Dammam
Baladna,3.7,88,restaurants,King Fahd University of Petroleum and Minerals,,,26.30127103250838,50.21618119265975,,,,Dhahran
Grill patron,4.1,192,restaurants,King Fahd University of Petroleum and Minerals,,,26.2693372,50.2065965,,,,Dhahran
Waha Al Rehab Restaurant,5.0,1,restaurants,King Fahd University of Petroleum and Minerals,,,26.2887602,50.2146128,,,,Dhahran
Specialist Juice,4.6,40,restaurants,King Fahd University of Petroleum and Minerals,,,26.2694862,50.20688259999999,,,,Dhahran
Ocean Bakery,0.0,0,restaurants,King Fahd University of Petroleum and Minerals,,,26.2975895,50.2161578,,,,Dhahran
Alfuruj Grilled Chicken,4.5,136,restaurants,King Fahd University of Petroleum and Minerals,,,26.288693,50.215008,,,,Dhahran
DAO Boutique,4.7,12,restaurants,King Fahd University of Petroleum and Minerals,,,26.3128343,50.2164148,,,,Dhahran
T.FEX,4.5,23,restaurants,Al Waha District,,,26.4305652,50.1336331,,,,Dammam
Pasta Express,3.2,47,restaurants,Al Waha District,,,26.427556,50.094139,,,,Dammam
Katso Sushi,3.8,30,restaurants,Al Waha District,,,26.427531,50.094016,,,,Dammam
Anarkali,4.7,19,restaurants,Al Waha District,,,26.459403,50.087722,,,,Dammam
Sugar whisk,5.0,2,restaurants,Al Waha District,,,26.4212806,50.11523039999999,,,,Dammam
AlMashwi AlMdalal,4.4,71,restaurants,Al Waha District,,,26.4585666,50.0869065,,,,Dammam
Mdalal,4.3,164,restaurants,Al Waha District,,,26.4585666,50.0869065,,,,Dammam
QASAB AlOMDIH,5.0,2,restaurants,Al Waha District,,,26.43304772929905,50.08772419457868,,,,Dammam
Priana,3.4,12,restaurants,Al Waha District,,,26.4593813,50.0866126,,,,Dammam
BAIT AL ROBYAN,4.5,69,restaurants,Al Waha District,,,26.459544,50.086663,,,,Dammam
De Factory Burger,4.6,29,restaurants,Al Waha District,,,26.45944440358686,50.08653936594725,,,,Dammam
Life and Fork,3.6,5,restaurants,Central Dammam Al Danah,,,26.39169690262116,50.10462442346192,,,,Dammam
Mielo,3.8,14,restaurants,Central Dammam Al Danah,,,26.3928522,50.0884649,,,,Dammam
Drama,4.2,219,restaurants,Central Dammam Al Danah,,,26.4035543,50.06350699999999,,,,Dammam
Burgerizzr,4.4,1026,restaurants,Central Dammam Al Danah,,,26.403439,50.063386,,,,Dammam
AGHA KUNAFA,4.5,105,restaurants,Central Dammam Al Danah,,,26.40939,50.0578308,,,,Dammam
Healthy Yard,4.8,127,restaurants,Central Dammam Al Danah,,,26.4072441,50.0593493,,,,Dammam
Pastries and Loqimat Tarawa,4.0,57,restaurants,Central Dammam Al Danah,,,26.40922098498153,50.05769706527506,,,,Dammam
Juice Time,4.6,223,restaurants,Tamimi Markets Khobar,,,26.30766,50.180664,,,,Khobar
LMK,4.6,258,restaurants,Tamimi Markets Khobar,,,26.3075625,50.18081249999999,,,,Khobar
Section-B,4.6,658,restaurants,Tamimi Markets Khobar,,,26.30665936459486,50.18321298465577,,,,Khobar
Masami Sushi,4.3,498,restaurants,Tamimi Markets Khobar,,,26.302792,50.201692,,,,Khobar
Wild Bowls,3.9,24,restaurants,Tamimi Markets Khobar,,,26.30627423475515,50.18357950492818,,,,Khobar
Foil,3.9,17,restaurants,Aramco Residential Compound,,,26.2386893,50.1983242,,,,Dhahran
O Burger,3.6,14,restaurants,Aramco Residential Compound,,,26.2386893,50.1983242,,,,Dhahran
Keef Al Qaisariah,4.4,25,restaurants,Aramco Residential Compound,,,26.3332029,50.1497275,,,,Dhahran
Dunkin Donuts,4.4,331,restaurants,Aramco Residential Compound,,,26.333133,50.148065,,,,Dhahran
Sheikha Sweets,4.7,106,restaurants,Aramco Residential Compound,,,26.333426,50.149468,,,,Dhahran
Sea Meal,4.2,143,restaurants,Aramco Residential Compound,,,26.2826807,50.2151253,,,,Dhahran
Derby Coffee,0.0,0,restaurants,Al Khobar Promenade,,,26.3798085,50.0574859,,,,Khobar
Lqmh W Karak,4.4,502,restaurants,Al Khobar Promenade,,,26.3001798425131,50.19348468748855,,,,Khobar
Ziba,4.8,15,restaurants,Al Khobar Promenade,,,26.3507422,50.21139969999999,,,,Khobar
Kabst Qadr,4.2,56,restaurants,Al Khobar Promenade,,,26.2959751,50.1896762,,,,Khobar
BECHAMELLA,4.3,132,restaurants,Al Khobar Promenade,,,26.38802952878702,50.06259826867785,,,,Khobar
CHAYLAH,4.4,54,restaurants,Al Khobar Promenade,,,26.36608137721685,50.20855506163994,,,,Khobar
SHAWARMA ZONE,3.8,169,restaurants,Al Khobar Promenade,,,26.38024667392747,50.05717426130754,,,,Khobar
Boufiat Tarweqa,4.3,12,restaurants,Al Khobar Promenade,,,26.3463125,50.04768749999999,,,,Khobar
LOCHE,0.0,0,restaurants,Dammam Corniche,,,26.435141,50.12635969999999,,,,Dammam
wild chocolate,5.0,4,restaurants,Dammam Corniche,,,26.43523384395152,50.12643593068847,,,,Dammam
RZOON CHOCOLATE,0.0,0,restaurants,Dammam Corniche,,,26.43519019999999,50.1264327,,,,Dammam
Baks,5.0,7,restaurants,Dammam Corniche,,,26.438699,50.11499759999999,,,,Dammam
Gidr Mandi Al Hasa Restaurant,3.9,65,restaurants,Dammam Corniche,,,26.4392982,50.12644280000001,,,,Dammam
Kudu,4.4,521,restaurants,Dammam Corniche,,,26.44203523883512,50.11776084358596,,,,Dammam
McDonald's KSA,4.2,1354,restaurants,Dammam Corniche,,,26.442555,50.118484,,,,Dammam
5.SEEDS COFFE,4.7,15,restaurants,Dammam Corniche,,,26.43493380791389,50.1268548116566,,,,Dammam
McCafé,5.0,2,restaurants,Dammam Corniche,,,26.4425459,50.11834289999999,,,,Dammam
Lorenzo Pizza,4.4,277,restaurants,Dammam Corniche,,,26.4351574,50.1270885,,,,Dammam
La Casa Pasta,4.4,558,restaurants,Dammam Corniche,,,26.44268,50.11838,,,,Dammam
Casa Juice alrakah,4.5,51,restaurants,Central Dammam Al Danah,,,26.36275,50.197472,,,,Dammam
Areekah Madina,4.4,107,restaurants,Central Dammam Al Danah,,,26.3629046,50.197679,,,,Dammam
Alraha,4.5,35,restaurants,Central Dammam Al Danah,,,26.362792,50.1976035,,,,Dammam
The Oven Peel,4.6,460,restaurants,Central Dammam Al Danah,,,26.3637086,50.1992685,,,,Dammam
Fawala Al Hilal,4.3,97,restaurants,Central Dammam Al Danah,,,26.3637945,50.199433,,,,Dammam
Healthy Style,4.0,11,restaurants,Central Dammam Al Danah,,,26.3634066,50.1995403,,,,Dammam
Maiz,4.7,113,restaurants,Central Dammam Al Danah,,,26.36563884481901,50.20304786871718,,,,Dammam
Subh W Mesa,4.4,32,restaurants,Central Dammam Al Danah,,,26.36478177817236,50.20720518613456,,,,Dammam
Sala Pizza,4.3,174,restaurants,Central Dammam Al Danah,,,26.342715,50.182007,,,,Dammam
Caitlin bakery,4.2,8,restaurants,Dhahran Sports Club,,,26.3793916,50.0992109,,,,Dhahran
Coffee Address,4.5,59,restaurants,Dhahran Sports Club,,,26.1861578,50.1863621,,,,Dhahran
Dolma,4.8,100,restaurants,Dhahran Sports Club,,,26.3826894,50.104336,,,,Dhahran
PARK COFFEE,5.0,6,restaurants,Dhahran Sports Club,,,26.38251183672716,50.09740133250617,,,,Dhahran
FREE MOMENT,4.2,5,restaurants,Dhahran Sports Club,,,26.38363933392285,50.09667579695892,,,,Dhahran
Loon,0.0,0,restaurants,Dhahran Sports Club,,,26.38424057881432,50.09621668650819,,,,Dhahran
Leen,4.4,34,restaurants,Dhahran Sports Club,,,26.179463,50.185191,,,,Dhahran
Qafshah,4.3,59,restaurants,Dhahran Sports Club,,,26.18063350478408,50.20304982208611,,,,Dhahran
La tavola,3.7,3,restaurants,Dhahran Sports Club,,,26.40018480744701,50.117669905522,,,,Dhahran
Different Juice,3.0,2,restaurants,Dhahran Sports Club,,,26.4002151,50.1174496,,,,Dhahran
HUSH,4.5,2,restaurants,King Fahd University of Petroleum and Minerals,,,26.3054524,50.1830211,,,,Dhahran
Deflore,4.7,23,restaurants,King Fahd University of Petroleum and Minerals,,,26.3055361581343,50.18325672380372,,,,Dhahran
FRN,4.2,216,restaurants,King Fahd University of Petroleum and Minerals,,,26.3059418,50.18421190000001,,,,Dhahran
Shobak,4.4,154,restaurants,King Fahd University of Petroleum and Minerals,,,26.3059418,50.18421190000001,,,,Dhahran
Karak Bilal,4.6,115,restaurants,King Fahd University of Petroleum and Minerals,,,26.347424,50.141516,,,,Dhahran
La Casa Pasta,4.3,1048,restaurants,King Fahd University of Petroleum and Minerals,,,26.348109,50.143461,,,,Dhahran
FAHDA,4.5,23,restaurants,West Dammam Al Faisaliyah,,,26.43526746847904,50.12641447301635,,,,Dammam
PECANOLLI,0.0,0,restaurants,West Dammam Al Faisaliyah,,,26.43527069465656,50.12641334418029,,,,Dammam
Carmola,5.0,1,restaurants,West Dammam Al Faisaliyah,,,26.4352778,50.1264167,,,,Dammam
velan chocolate,5.0,1,restaurants,West Dammam Al Faisaliyah,,,26.4352778,50.1264167,,,,Dammam
Hint,4.6,44,restaurants,West Dammam Al Faisaliyah,,,26.43526118764985,50.12642377301636,,,,Dammam
Afran Pastries,4.4,42,restaurants,West Dammam Al Faisaliyah,,,26.4611998,50.09266900000001,,,,Dammam
Be healthy,4.1,442,restaurants,West Dammam Al Faisaliyah,,,26.44089595,50.123782600000006,,,,Dammam
Frutella Juices,4.6,122,restaurants,West Dammam Al Faisaliyah,,,26.440394,50.124138,,,,Dammam
Manoosha Alreef,4.4,626,restaurants,Al Khobar Gate,,,26.3015209,50.2153996,,,,Khobar
Rice and Roll,4.1,9,restaurants,Al Khobar Gate,,,26.3035744,50.2053523,,,,Khobar
Drama,4.2,104,restaurants,Al Khobar Gate,,,26.30357619999999,50.2053117,,,,Khobar
PEP&CO,4.8,203,restaurants,Al Khobar Gate,,,26.303583,50.205278,,,,Khobar
Burgerizzr,4.5,864,restaurants,Al Khobar Gate,,,26.303652,50.205107,,,,Khobar
Five Guys,4.7,436,restaurants,Al Khobar Gate,,,26.303956,50.204106,,,,Khobar
QABULI,4.2,243,restaurants,Al Khobar Gate,,,26.30120068833931,50.21567067823257,,,,Khobar
Dokan Falafel,4.4,207,restaurants,West Dammam Al Faisaliyah,,,26.375124,50.043859,,,,Dammam
